"Data","macro","total_cases","media_movel"
2020-03-12,1,NA,NA
2020-03-13,1,0,NA
2020-03-14,1,4,NA
2020-03-15,1,1,NA
2020-03-16,1,7,NA
2020-03-17,1,1,NA
2020-03-18,1,3,NA
2020-03-19,1,6,3.14285714285714
2020-03-20,1,3,3.57142857142857
2020-03-21,1,2,3.28571428571429
2020-03-22,1,4,3.71428571428571
2020-03-23,1,2,3
2020-03-24,1,0,2.85714285714286
2020-03-25,1,0,2.42857142857143
2020-03-26,1,0,1.57142857142857
2020-03-27,1,13,3
2020-03-28,1,11,4.28571428571429
2020-03-29,1,5,4.42857142857143
2020-03-30,1,4,4.71428571428571
2020-03-31,1,9,6
2020-04-01,1,8,7.14285714285714
2020-04-02,1,11,8.71428571428571
2020-04-03,1,30,11.1428571428571
2020-04-04,1,38,15
2020-04-05,1,25,17.8571428571429
2020-04-06,1,20,20.1428571428571
2020-04-07,1,126,36.8571428571429
2020-04-08,1,46,42.2857142857143
2020-04-09,1,146,61.5714285714286
2020-04-10,1,123,74.8571428571429
2020-04-11,1,122,86.8571428571429
2020-04-12,1,139,103.142857142857
2020-04-13,1,188,127.142857142857
2020-04-14,1,127,127.285714285714
2020-04-15,1,191,148
2020-04-16,1,194,154.857142857143
2020-04-17,1,306,181
2020-04-18,1,183,189.714285714286
2020-04-19,1,241,204.285714285714
2020-04-20,1,229,210.142857142857
2020-04-21,1,209,221.857142857143
2020-04-22,1,376,248.285714285714
2020-04-23,1,299,263.285714285714
2020-04-24,1,389,275.142857142857
2020-04-25,1,486,318.428571428571
2020-04-26,1,359,335.285714285714
2020-04-27,1,446,366.285714285714
2020-04-28,1,352,386.714285714286
2020-04-29,1,454,397.857142857143
2020-04-30,1,655,448.714285714286
2020-05-01,1,445,456.714285714286
2020-05-02,1,752,494.714285714286
2020-05-03,1,480,512
2020-05-04,1,205,477.571428571429
2020-05-05,1,389,482.857142857143
2020-05-06,1,552,496.857142857143
2020-05-07,1,891,530.571428571429
2020-05-08,1,716,569.285714285714
2020-05-09,1,835,581.142857142857
2020-05-10,1,755,620.428571428571
2020-05-11,1,446,654.857142857143
2020-05-12,1,511,672.285714285714
2020-05-13,1,539,670.428571428571
2020-05-14,1,658,637.142857142857
2020-05-15,1,572,616.571428571429
2020-05-16,1,2061,791.714285714286
2020-05-17,1,881,809.714285714286
2020-05-18,1,592,830.571428571429
2020-05-19,1,1034,905.285714285714
2020-05-20,1,1142,991.428571428571
2020-05-21,1,1157,1062.71428571429
2020-05-22,1,1686,1221.85714285714
2020-05-23,1,862,1050.57142857143
2020-05-24,1,835,1044
2020-05-25,1,548,1037.71428571429
2020-05-26,1,428,951.142857142857
2020-05-27,1,904,917.142857142857
2020-05-28,1,700,851.857142857143
2020-05-29,1,1325,800.285714285714
2020-05-30,1,955,813.571428571429
2020-05-31,1,801,808.714285714286
2020-06-01,1,362,782.142857142857
2020-06-02,1,481,789.714285714286
2020-06-03,1,689,759
2020-06-04,1,843,779.428571428571
2020-06-05,1,756,698.142857142857
2020-06-06,1,589,645.857142857143
2020-06-07,1,667,626.714285714286
2020-06-08,1,378,629
2020-06-09,1,219,591.571428571429
2020-06-10,1,698,592.857142857143
2020-06-11,1,783,584.285714285714
2020-06-12,1,641,567.857142857143
2020-06-13,1,642,575.428571428571
2020-06-14,1,404,537.857142857143
2020-06-15,1,184,510.142857142857
2020-06-16,1,608,565.714285714286
2020-06-17,1,670,561.714285714286
2020-06-18,1,829,568.285714285714
2020-06-19,1,759,585.142857142857
2020-06-20,1,837,613
2020-06-21,1,671,651.142857142857
2020-06-22,1,247,660.142857142857
2020-06-23,1,214,603.857142857143
2020-06-24,1,746,614.714285714286
2020-06-25,1,669,591.857142857143
2020-06-26,1,286,524.285714285714
2020-06-27,1,778,515.857142857143
2020-06-28,1,552,498.857142857143
2020-06-29,1,212,493.857142857143
2020-06-30,1,188,490.142857142857
2020-07-01,1,459,449.142857142857
2020-07-02,1,774,464.142857142857
2020-07-03,1,556,502.714285714286
2020-07-04,1,515,465.142857142857
2020-07-05,1,897,514.428571428571
2020-07-06,1,265,522
2020-07-07,1,275,534.428571428571
2020-07-08,1,772,579.142857142857
2020-07-09,1,590,552.857142857143
2020-07-10,1,681,570.714285714286
2020-07-11,1,614,584.857142857143
2020-07-12,1,599,542.285714285714
2020-07-13,1,222,536.142857142857
2020-07-14,1,320,542.571428571429
2020-07-15,1,693,531.285714285714
2020-07-16,1,556,526.428571428571
2020-07-17,1,658,523.142857142857
2020-07-18,1,444,498.857142857143
2020-07-19,1,514,486.714285714286
2020-07-20,1,413,514
2020-07-21,1,170,492.571428571429
2020-07-22,1,413,452.571428571429
2020-07-23,1,1021,519
2020-07-24,1,800,539.285714285714
2020-07-25,1,781,587.428571428571
2020-07-26,1,825,631.857142857143
2020-07-27,1,313,617.571428571429
2020-07-28,1,297,635.714285714286
2020-07-29,1,641,668.285714285714
2020-07-30,1,661,616.857142857143
2020-07-31,1,596,587.714285714286
2020-08-01,1,837,595.714285714286
2020-08-02,1,589,562
2020-08-03,1,182,543.285714285714
2020-08-04,1,206,530.285714285714
2020-08-05,1,577,521.142857142857
2020-08-06,1,431,488.285714285714
2020-08-07,1,581,486.142857142857
2020-08-08,1,532,442.571428571429
2020-08-09,1,417,418
2020-08-10,1,140,412
2020-08-11,1,319,428.142857142857
2020-08-12,1,644,437.714285714286
2020-08-13,1,674,472.428571428571
2020-08-14,1,795,503
2020-08-15,1,584,510.428571428571
2020-08-16,1,493,521.285714285714
2020-08-17,1,116,517.857142857143
2020-08-18,1,247,507.571428571429
2020-08-19,1,524,490.428571428571
2020-08-20,1,354,444.714285714286
2020-08-21,1,451,395.571428571429
2020-08-22,1,223,344
2020-08-23,1,421,333.714285714286
2020-08-24,1,120,334.285714285714
2020-08-25,1,212,329.285714285714
2020-08-26,1,389,310
2020-08-27,1,341,308.142857142857
2020-08-28,1,227,276.142857142857
2020-08-29,1,239,278.428571428571
2020-08-30,1,250,254
2020-08-31,1,67,246.428571428571
2020-09-01,1,1225,391.142857142857
2020-09-02,1,511,408.571428571429
2020-09-03,1,517,433.714285714286
2020-09-04,1,335,449.142857142857
2020-09-05,1,245,450
2020-09-06,1,113,430.428571428571
2020-09-07,1,66,430.285714285714
2020-09-08,1,61,264
2020-09-09,1,426,251.857142857143
2020-09-10,1,492,248.285714285714
2020-09-11,1,455,265.428571428571
2020-09-12,1,315,275.428571428571
2020-09-13,1,163,282.571428571429
2020-09-14,1,128,291.428571428571
2020-09-15,1,486,352.142857142857
2020-09-16,1,312,335.857142857143
2020-09-17,1,359,316.857142857143
2020-09-18,1,375,305.428571428571
2020-09-19,1,324,306.714285714286
2020-09-20,1,413,342.428571428571
2020-09-21,1,212,354.428571428571
2020-09-22,1,317,330.285714285714
2020-09-23,1,209,315.571428571429
2020-09-24,1,250,300
2020-09-25,1,220,277.857142857143
2020-09-26,1,212,261.857142857143
2020-09-27,1,21,205.857142857143
2020-09-28,1,29,179.714285714286
2020-09-29,1,611,221.714285714286
2020-09-30,1,325,238.285714285714
2020-10-01,1,315,247.571428571429
2020-10-02,1,328,263
2020-10-03,1,252,268.714285714286
2020-10-04,1,32,270.285714285714
2020-10-05,1,26,269.857142857143
2020-10-06,1,280,222.571428571429
2020-10-07,1,465,242.571428571429
2020-10-08,1,224,229.571428571429
2020-10-09,1,210,212.714285714286
2020-10-10,1,234,210.142857142857
2020-10-11,1,108,221
2020-10-12,1,27,221.142857142857
2020-10-13,1,21,184.142857142857
2020-10-14,1,244,152.571428571429
2020-10-15,1,372,173.714285714286
2020-10-16,1,276,183.142857142857
2020-10-17,1,138,169.428571428571
2020-10-18,1,57,162.142857142857
2020-10-19,1,40,164
2020-10-20,1,310,205.285714285714
2020-10-21,1,260,207.571428571429
2020-10-22,1,101,168.857142857143
2020-10-23,1,317,174.714285714286
2020-10-24,1,336,203
2020-10-25,1,85,207
2020-10-26,1,25,204.857142857143
2020-10-27,1,261,197.857142857143
2020-10-28,1,297,203.142857142857
2020-10-29,1,289,230
2020-10-30,1,237,218.571428571429
2020-10-31,1,216,201.428571428571
2020-11-01,1,25,192.857142857143
2020-11-02,1,41,195.142857142857
2020-11-03,1,39,163.428571428571
2020-11-04,1,191,148.285714285714
2020-11-05,1,232,140.142857142857
2020-11-06,1,395,162.714285714286
2020-11-07,1,213,162.285714285714
2020-11-08,1,134,177.857142857143
2020-11-09,1,57,180.142857142857
2020-11-10,1,258,211.428571428571
2020-11-11,1,375,237.714285714286
2020-11-12,1,316,249.714285714286
2020-11-13,1,232,226.428571428571
2020-11-14,1,416,255.428571428571
2020-11-15,1,65,245.571428571429
2020-11-16,1,293,279.285714285714
2020-11-17,1,333,290
2020-11-18,1,375,290
2020-11-19,1,399,301.857142857143
2020-11-20,1,311,313.142857142857
2020-11-21,1,515,327.285714285714
2020-11-22,1,159,340.714285714286
2020-11-23,1,332,346.285714285714
2020-11-24,1,464,365
2020-11-25,1,680,408.571428571429
2020-11-26,1,235,385.142857142857
2020-11-27,1,339,389.142857142857
2020-11-28,1,1023,461.714285714286
2020-11-29,1,114,455.285714285714
2020-11-30,1,296,450.142857142857
2020-12-01,1,1003,527.142857142857
2020-12-02,1,688,528.285714285714
2020-12-03,1,796,608.428571428571
2020-12-04,1,414,619.142857142857
2020-12-05,1,511,546
2020-12-06,1,325,576.142857142857
2020-12-07,1,515,607.428571428571
2020-12-08,1,522,538.714285714286
2020-12-09,1,471,507.714285714286
2020-12-10,1,705,494.714285714286
2020-12-11,1,954,571.857142857143
2020-12-12,1,800,613.142857142857
2020-12-13,1,155,588.857142857143
2020-12-14,1,285,556
2020-12-15,1,366,533.714285714286
2020-12-16,1,1258,646.142857142857
2020-12-17,1,750,652.571428571429
2020-12-18,1,819,633.285714285714
2020-12-19,1,985,659.714285714286
2020-12-20,1,95,651.142857142857
2020-12-21,1,373,663.714285714286
2020-12-22,1,983,751.857142857143
2020-12-23,1,990,713.571428571429
2020-12-24,1,658,700.428571428571
2020-12-25,1,539,660.428571428571
2020-12-26,1,231,552.714285714286
2020-12-27,1,471,606.428571428571
2020-12-28,1,377,607
2020-12-29,1,1026,613.142857142857
2020-12-30,1,1372,667.714285714286
2020-12-31,1,1123,734.142857142857
2021-01-01,1,505,729.285714285714
2021-01-02,1,242,730.857142857143
2021-01-03,1,156,685.857142857143
2021-01-04,1,226,664.285714285714
2021-01-05,1,898,646
2021-01-06,1,941,584.428571428571
2021-01-07,1,893,551.571428571429
2021-01-08,1,577,561.857142857143
2021-01-09,1,489,597.142857142857
2021-01-10,1,673,671
2021-01-11,1,161,661.714285714286
2021-01-12,1,729,637.571428571429
2021-01-13,1,869,627.285714285714
2021-01-14,1,624,588.857142857143
2021-01-15,1,745,612.857142857143
2021-01-16,1,619,631.428571428571
2021-01-17,1,335,583.142857142857
2021-01-18,1,157,582.571428571429
2021-01-19,1,759,586.857142857143
2021-01-20,1,791,575.714285714286
2021-01-21,1,963,624.142857142857
2021-01-22,1,724,621.142857142857
2021-01-23,1,711,634.285714285714
2021-01-24,1,299,629.142857142857
2021-01-25,1,398,663.571428571429
2021-01-26,1,1023,701.285714285714
2021-01-27,1,1112,747.142857142857
2021-01-28,1,777,720.571428571429
2021-01-29,1,804,732
2021-01-30,1,1094,786.714285714286
2021-01-31,1,486,813.428571428571
2021-02-01,1,392,812.571428571429
2021-02-02,1,801,780.857142857143
2021-02-03,1,900,750.571428571429
2021-02-04,1,900,768.142857142857
2021-02-05,1,778,764.428571428571
2021-02-06,1,685,706
2021-02-07,1,745,743
2021-02-08,1,623,776
2021-02-09,1,903,790.571428571429
2021-02-10,1,858,784.571428571429
2021-02-11,1,1008,800
2021-02-12,1,928,821.428571428571
2021-02-13,1,1190,893.571428571429
2021-02-14,1,744,893.428571428571
2021-02-15,1,712,906.142857142857
2021-02-16,1,978,916.857142857143
2021-02-17,1,1274,976.285714285714
2021-02-18,1,1761,1083.85714285714
2021-02-19,1,845,1072
2021-02-20,1,619,990.428571428571
2021-02-21,1,768,993.857142857143
2021-02-22,1,572,973.857142857143
2021-02-23,1,984,974.714285714286
2021-02-24,1,946,927.857142857143
2021-02-25,1,619,764.714285714286
2021-02-26,1,1009,788.142857142857
2021-02-27,1,814,816
2021-02-28,1,429,767.571428571429
2021-03-01,1,557,765.428571428571
2021-03-02,1,817,741.571428571429
2021-03-03,1,927,738.857142857143
2021-03-04,1,1056,801.285714285714
2021-03-05,1,755,765
2021-03-06,1,1065,800.857142857143
2021-03-07,1,222,771.285714285714
2021-03-08,1,276,731.142857142857
2021-03-09,1,481,683.142857142857
2021-03-10,1,858,673.285714285714
2021-03-11,1,923,654.285714285714
2021-03-12,1,813,662.571428571429
2021-03-13,1,1020,656.142857142857
2021-03-14,1,870,748.714285714286
2021-03-15,1,678,806.142857142857
2021-03-16,1,1726,984
2021-03-17,1,1528,1079.71428571429
2021-03-18,1,1459,1156.28571428571
2021-03-19,1,1498,1254.14285714286
2021-03-20,1,1435,1313.42857142857
2021-03-21,1,840,1309.14285714286
2021-03-22,1,529,1287.85714285714
2021-03-23,1,1248,1219.57142857143
2021-03-24,1,1738,1249.57142857143
2021-03-25,1,1770,1294
2021-03-26,1,1440,1285.71428571429
2021-03-27,1,1321,1269.42857142857
2021-03-28,1,0,1149.42857142857
2021-03-29,1,0,1073.85714285714
2021-03-30,1,2258,1218.14285714286
2021-03-31,1,1681,1210
2021-04-01,1,1816,1216.57142857143
2021-04-02,1,1301,1196.71428571429
2021-04-03,1,790,1120.85714285714
2021-04-04,1,495,1191.57142857143
2021-04-05,1,563,1272
2021-04-06,1,1130,1110.85714285714
2021-04-07,1,1842,1133.85714285714
2021-04-08,1,1723,1120.57142857143
2021-04-09,1,1207,1107.14285714286
2021-04-10,1,1397,1193.85714285714
2021-04-11,1,573,1205
2021-04-12,1,512,1197.71428571429
2021-04-13,1,1435,1241.28571428571
2021-04-14,1,1499,1192.28571428571
2021-04-15,1,858,1068.71428571429
2021-04-16,1,0,896.285714285714
2021-04-17,1,1793,952.857142857143
2021-04-18,1,954,1007.28571428571
2021-04-19,1,829,1052.57142857143
2021-04-20,1,0,847.571428571429
2021-04-21,1,0,633.428571428571
2021-04-22,1,4189,1109.28571428571
2020-03-12,2,NA,NA
2020-03-13,2,0,NA
2020-03-14,2,0,NA
2020-03-15,2,0,NA
2020-03-16,2,1,NA
2020-03-17,2,0,NA
2020-03-18,2,0,NA
2020-03-19,2,0,0.142857142857143
2020-03-20,2,0,0.142857142857143
2020-03-21,2,0,0.142857142857143
2020-03-22,2,0,0.142857142857143
2020-03-23,2,1,0.142857142857143
2020-03-24,2,0,0.142857142857143
2020-03-25,2,0,0.142857142857143
2020-03-26,2,0,0.142857142857143
2020-03-27,2,0,0.142857142857143
2020-03-28,2,0,0.142857142857143
2020-03-29,2,0,0.142857142857143
2020-03-30,2,0,0
2020-03-31,2,0,0
2020-04-01,2,0,0
2020-04-02,2,0,0
2020-04-03,2,0,0
2020-04-04,2,1,0.142857142857143
2020-04-05,2,0,0.142857142857143
2020-04-06,2,2,0.428571428571429
2020-04-07,2,0,0.428571428571429
2020-04-08,2,0,0.428571428571429
2020-04-09,2,5,1.14285714285714
2020-04-10,2,3,1.57142857142857
2020-04-11,2,9,2.71428571428571
2020-04-12,2,3,3.14285714285714
2020-04-13,2,3,3.28571428571429
2020-04-14,2,0,3.28571428571429
2020-04-15,2,3,3.71428571428571
2020-04-16,2,3,3.42857142857143
2020-04-17,2,13,4.85714285714286
2020-04-18,2,4,4.14285714285714
2020-04-19,2,5,4.42857142857143
2020-04-20,2,1,4.14285714285714
2020-04-21,2,4,4.71428571428571
2020-04-22,2,3,4.71428571428571
2020-04-23,2,2,4.57142857142857
2020-04-24,2,11,4.28571428571429
2020-04-25,2,9,5
2020-04-26,2,9,5.57142857142857
2020-04-27,2,8,6.57142857142857
2020-04-28,2,7,7
2020-04-29,2,7,7.57142857142857
2020-04-30,2,17,9.71428571428571
2020-05-01,2,11,9.71428571428571
2020-05-02,2,23,11.7142857142857
2020-05-03,2,5,11.1428571428571
2020-05-04,2,7,11
2020-05-05,2,20,12.8571428571429
2020-05-06,2,8,13
2020-05-07,2,23,13.8571428571429
2020-05-08,2,26,16
2020-05-09,2,27,16.5714285714286
2020-05-10,2,39,21.4285714285714
2020-05-11,2,34,25.2857142857143
2020-05-12,2,17,24.8571428571429
2020-05-13,2,46,30.2857142857143
2020-05-14,2,24,30.4285714285714
2020-05-15,2,35,31.7142857142857
2020-05-16,2,143,48.2857142857143
2020-05-17,2,48,49.5714285714286
2020-05-18,2,44,51
2020-05-19,2,73,59
2020-05-20,2,120,69.5714285714286
2020-05-21,2,124,83.8571428571429
2020-05-22,2,77,89.8571428571429
2020-05-23,2,103,84.1428571428571
2020-05-24,2,81,88.8571428571429
2020-05-25,2,32,87.1428571428571
2020-05-26,2,41,82.5714285714286
2020-05-27,2,119,82.4285714285714
2020-05-28,2,57,72.8571428571429
2020-05-29,2,134,81
2020-05-30,2,141,86.4285714285714
2020-05-31,2,155,97
2020-06-01,2,63,101.428571428571
2020-06-02,2,79,106.857142857143
2020-06-03,2,174,114.714285714286
2020-06-04,2,116,123.142857142857
2020-06-05,2,162,127.142857142857
2020-06-06,2,165,130.571428571429
2020-06-07,2,111,124.285714285714
2020-06-08,2,35,120.285714285714
2020-06-09,2,69,118.857142857143
2020-06-10,2,150,115.428571428571
2020-06-11,2,189,125.857142857143
2020-06-12,2,171,127.142857142857
2020-06-13,2,112,119.571428571429
2020-06-14,2,141,123.857142857143
2020-06-15,2,40,124.571428571429
2020-06-16,2,204,143.857142857143
2020-06-17,2,192,149.857142857143
2020-06-18,2,190,150
2020-06-19,2,228,158.142857142857
2020-06-20,2,263,179.714285714286
2020-06-21,2,199,188
2020-06-22,2,77,193.285714285714
2020-06-23,2,78,175.285714285714
2020-06-24,2,284,188.428571428571
2020-06-25,2,293,203.142857142857
2020-06-26,2,301,213.571428571429
2020-06-27,2,322,222
2020-06-28,2,288,234.714285714286
2020-06-29,2,107,239
2020-06-30,2,152,249.571428571429
2020-07-01,2,233,242.285714285714
2020-07-02,2,354,251
2020-07-03,2,505,280.142857142857
2020-07-04,2,416,293.571428571429
2020-07-05,2,512,325.571428571429
2020-07-06,2,174,335.142857142857
2020-07-07,2,177,338.714285714286
2020-07-08,2,448,369.428571428571
2020-07-09,2,337,367
2020-07-10,2,391,350.714285714286
2020-07-11,2,429,352.571428571429
2020-07-12,2,367,331.857142857143
2020-07-13,2,116,323.571428571429
2020-07-14,2,233,331.571428571429
2020-07-15,2,431,329.142857142857
2020-07-16,2,396,337.571428571429
2020-07-17,2,377,335.571428571429
2020-07-18,2,414,333.428571428571
